Broncode/Source code|Referentie/Reference
MI0232.02615| Overname van vergelijkbaar product:  2615 Azijn
MI0232.02710| Overname van vergelijkbaar product:  2710 Kool rode m appeltjes blik/glas
MI0232.02727| Overname van vergelijkbaar product:  2727 Wortel bospeen gekookt
MI0232.02731| Overname van vergelijkbaar product:  2731 Tomaat kers- rauw
MI0232.02737| Overname van vergelijkbaar product:  2737 Ui sla- rauw
MI0232.02739| Overname van vergelijkbaar product:  2739 Komkommer m schil rauw
MI0232.02744| Overname van vergelijkbaar product:  2744 Aardappelen Nicola z schil gekookt
MI0232.02747| Overname van vergelijkbaar product:  2747 Aardappelen kruimig z schil gekookt gem
MI0232.02748| Overname van vergelijkbaar product:  2748 Peer m schil
MI0232.02751| Overname van vergelijkbaar product:  2751 Appel Elstar m schil
MI0232.02752| Overname van vergelijkbaar product:  2752 Appel Elstar z schil
MI0232.02753| Overname van vergelijkbaar product:  2753 Appel Jonagold m schil
MI0232.02756| Overname van vergelijkbaar product:  2756 Kaas Goudse 48+ jong
MI0232.02757| Overname van vergelijkbaar product:  2757 Kaas Goudse 48+ jong belegen
MI0232.02758| Overname van vergelijkbaar product:  2758 Kaas Goudse 48+ belegen
MI0232.02759| Overname van vergelijkbaar product:  2759 Kaas Goudse 48+ oud
MI0232.02764| Overname van vergelijkbaar product:  2764 Speculaas z roomboter
MI0232.02766| Overname van vergelijkbaar product:  2766 Worst rook- varkens gekookt
MI0232.02767| Overname van vergelijkbaar product:  2767 Worst rook- varkens ambachtelijke slagerij gekookt
MI0232.02769| Overname van vergelijkbaar product:  2769 Ei kippen- scharrel rauw
MI0232.02770| Overname van vergelijkbaar product:  2770 Ei kippen- scharrel gekookt
MI0232.02771| Overname van vergelijkbaar product:  2771 Ei kippen- biologisch rauw
MI0232.02779| Overname van vergelijkbaar product:  2779 Pasta witte z ei gekookt
MI0232.02783| Overname van vergelijkbaar product:  2783 Brood meergranen- m diverse zaden obv bloem
MI0232.02784| Overname van vergelijkbaar product:  2784 Brood meergranen- m diverse zaden obv meel
MI0232.02809| Overname van vergelijkbaar product:  2809 Muesli vruchten-
MI0232.02811| Overname van vergelijkbaar product:  2811 Brood volkoren- fijn
MI0232.02819| Overname van vergelijkbaar product:  2819 Zout z toegevoegd jodium
MI0232.02844| Overname van vergelijkbaar product:  2844 Noten macadamia- ongezouten
MI0232.02888| Overname van vergelijkbaar product:  2888 Plantaardige yoghurtvariatie op sojabasis
MI0232.02889| Overname van vergelijkbaar product:  2889 Kipnuggets onbereid
MI0232.02903| Overname van vergelijkbaar product:  2903 Vink runder- gebakken
MI0232.02907| Overname van vergelijkbaar product:  2907 Spek rook- mager bereid
MI0232.02914| Overname van vergelijkbaar product:  2914 Kalfslappen mager bereid
MI0232.02923| Overname van vergelijkbaar product:  2923 Chips naturel
MI0232.02995| Overname van vergelijkbaar product:  2995 Kaas smeer- 45+
MI0232.03023| Overname van vergelijkbaar product:  3023 Kalfsvleesreepjes rauw
MI0232.03025| Overname van vergelijkbaar product:  3025 Spek rook- mager rauw
MI0232.03026| Overname van vergelijkbaar product:  3026 Speklap bereid in eigen vet
MI0232.03034| Overname van vergelijkbaar product:  3034 Gehakt mager runder- rauw
MI0232.03045| Overname van vergelijkbaar product:  3045 Kaas schapen-/geiten- Turkse 50+ blik
MI0232.03076| Overname van vergelijkbaar product:  3076 Bladerdeeg m roomboter, bereid
MI0232.03086| Overname van vergelijkbaar product:  3086 Paksoi gekookt
MI0232.03127| Overname van vergelijkbaar product:  3127 Pastinaak rauw
MI0232.03154| Overname van vergelijkbaar product:  3154 Quinoa gekookt
MI0232.03155| Overname van vergelijkbaar product:  3155 Kaas 30+ jong
MI0232.03163| Overname van vergelijkbaar product:  3163 Kaas 30+ jong belegen
MI0232.03164| Overname van vergelijkbaar product:  3164 Kaas 30+ belegen
MI0232.03165| Overname van vergelijkbaar product:  3165 Kaas 30+ oud
MI0232.03184| Overname van vergelijkbaar product:  3184 Bonen kidney- rode blik/glas
MI0232.03185| Overname van vergelijkbaar product:  3185 Erwten kikker- blik/glas
MI0232.03195| Overname van vergelijkbaar product:  3195 Brood Vikorn Volvezel
MI0232.03199| Overname van vergelijkbaar product:  3199 Ansjovis rauw
MI0232.03248| Overname van vergelijkbaar product:  3248 Siroop vruchtenlimonade- m 45-50 mg vit C
MI0232.03318| Overname van vergelijkbaar product:  3318 Koolvis (Alaska) rauw
MI0232.03368| Overname van vergelijkbaar product:  3368 Kaas room- m kruiden 25-30 g vet
MI0232.03451| Overname van vergelijkbaar product:  3451 Olie palm-
MI0232.03453R| Receptuurberekening: zie de receptinformatie voor NEVO-code 1656
MI0232.03453R| Receptuurberekening: zie de receptinformatie voor NEVO-code 71
MI0232.03454R| Receptuurberekening: zie de receptinformatie voor NEVO-code 72
MI0232.03455R| Receptuurberekening: zie de receptinformatie voor NEVO-code 75
MI0232.03457R| Receptuurberekening: zie de receptinformatie voor NEVO-code 83
MI0232.03458R| Receptuurberekening: zie de receptinformatie voor NEVO-code 84
MI0232.03459R| Receptuurberekening: zie de receptinformatie voor NEVO-code 114
MI0232.03461R| Receptuurberekening: zie de receptinformatie voor NEVO-code 116
MI0232.03462R| Receptuurberekening: zie de receptinformatie voor NEVO-code 121
MI0232.03463R| Receptuurberekening: zie de receptinformatie voor NEVO-code 122
MI0232.03464R| Receptuurberekening: zie de receptinformatie voor NEVO-code 127
MI0232.03465R| Receptuurberekening: zie de receptinformatie voor NEVO-code 147
MI0232.03466R| Receptuurberekening: zie de receptinformatie voor NEVO-code 160
MI0232.03467R| Receptuurberekening: zie de receptinformatie voor NEVO-code 172
MI0232.03468R| Receptuurberekening: zie de receptinformatie voor NEVO-code 173
MI0232.03469R| Receptuurberekening: zie de receptinformatie voor NEVO-code 192
MI0232.03470R| Receptuurberekening: zie de receptinformatie voor NEVO-code 1242
MI0232.03470R| Receptuurberekening: zie de receptinformatie voor NEVO-code 194
MI0232.03471R| Receptuurberekening: zie de receptinformatie voor NEVO-code 205
MI0232.03472R| Receptuurberekening: zie de receptinformatie voor NEVO-code 207
MI0232.03473R| Receptuurberekening: zie de receptinformatie voor NEVO-code 223
MI0232.03474R| Receptuurberekening: zie de receptinformatie voor NEVO-code 229
MI0232.03475R| Receptuurberekening: zie de receptinformatie voor NEVO-code 246
MI0232.03476R| Receptuurberekening: zie de receptinformatie voor NEVO-code 250
MI0232.03477R| Receptuurberekening: zie de receptinformatie voor NEVO-code 251
MI0232.03478R| Receptuurberekening: zie de receptinformatie voor NEVO-code 253
MI0232.03478R| Receptuurberekening: zie de receptinformatie voor NEVO-code 5143
MI0232.03479R| Receptuurberekening: zie de receptinformatie voor NEVO-code 254
MI0232.03480R| Receptuurberekening: zie de receptinformatie voor NEVO-code 256
MI0232.03481R| Receptuurberekening: zie de receptinformatie voor NEVO-code 257
MI0232.03482R| Receptuurberekening: zie de receptinformatie voor NEVO-code 1477
MI0232.03482R| Receptuurberekening: zie de receptinformatie voor NEVO-code 258
MI0232.03482R| Receptuurberekening: zie de receptinformatie voor NEVO-code 636
MI0232.03483R| Receptuurberekening: zie de receptinformatie voor NEVO-code 261
MI0232.03484R| Receptuurberekening: zie de receptinformatie voor NEVO-code 266
MI0232.03485R| Receptuurberekening: zie de receptinformatie voor NEVO-code 2655
MI0232.03485R| Receptuurberekening: zie de receptinformatie voor NEVO-code 2822
MI0232.03485R| Receptuurberekening: zie de receptinformatie voor NEVO-code 284
MI0232.03486R| Receptuurberekening: zie de receptinformatie voor NEVO-code 288
MI0232.03487R| Receptuurberekening: zie de receptinformatie voor NEVO-code 290
MI0232.03488R| Receptuurberekening: zie de receptinformatie voor NEVO-code 324
MI0232.03490R| Receptuurberekening: zie de receptinformatie voor NEVO-code 344
MI0232.03491R| Receptuurberekening: zie de receptinformatie voor NEVO-code 382
MI0232.03492R| Receptuurberekening: zie de receptinformatie voor NEVO-code 434
MI0232.03493R| Receptuurberekening: zie de receptinformatie voor NEVO-code 455
MI0232.03493R| Receptuurberekening: zie de receptinformatie voor NEVO-code 541
MI0232.03494R| Receptuurberekening: zie de receptinformatie voor NEVO-code 464
MI0232.03495R| Receptuurberekening: zie de receptinformatie voor NEVO-code 467
MI0232.03496R| Receptuurberekening: zie de receptinformatie voor NEVO-code 468
MI0232.03497R| Receptuurberekening: zie de receptinformatie voor NEVO-code 469
MI0232.03498R| Receptuurberekening: zie de receptinformatie voor NEVO-code 470
MI0232.03499R| Receptuurberekening: zie de receptinformatie voor NEVO-code 472
MI0232.03500R| Receptuurberekening: zie de receptinformatie voor NEVO-code 473
MI0232.03501R| Receptuurberekening: zie de receptinformatie voor NEVO-code 474
MI0232.03502R| Receptuurberekening: zie de receptinformatie voor NEVO-code 486
MI0232.03503R| Receptuurberekening: zie de receptinformatie voor NEVO-code 489
MI0232.03504R| Receptuurberekening: zie de receptinformatie voor NEVO-code 513
MI0232.03505R| Receptuurberekening: zie de receptinformatie voor NEVO-code 570
MI0232.03506R| Receptuurberekening: zie de receptinformatie voor NEVO-code 605
MI0232.03508R| Receptuurberekening: zie de receptinformatie voor NEVO-code 616
MI0232.03509R| Receptuurberekening: zie de receptinformatie voor NEVO-code 620
MI0232.03510R| Receptuurberekening: zie de receptinformatie voor NEVO-code 634
MI0232.03511R| Receptuurberekening: zie de receptinformatie voor NEVO-code 635
MI0232.03513R| Receptuurberekening: zie de receptinformatie voor NEVO-code 651
MI0232.03514R| Receptuurberekening: zie de receptinformatie voor NEVO-code 659
MI0232.03515R| Receptuurberekening: zie de receptinformatie voor NEVO-code 697
MI0232.03516R| Receptuurberekening: zie de receptinformatie voor NEVO-code 713
MI0232.03517R| Receptuurberekening: zie de receptinformatie voor NEVO-code 1451
MI0232.03517R| Receptuurberekening: zie de receptinformatie voor NEVO-code 717
MI0232.03519R| Receptuurberekening: zie de receptinformatie voor NEVO-code 727
MI0232.03521R| Receptuurberekening: zie de receptinformatie voor NEVO-code 749
MI0232.03522R| Receptuurberekening: zie de receptinformatie voor NEVO-code 757
MI0232.03523R| Receptuurberekening: zie de receptinformatie voor NEVO-code 758
MI0232.03524R| Receptuurberekening: zie de receptinformatie voor NEVO-code 759
MI0232.03525R| Receptuurberekening: zie de receptinformatie voor NEVO-code 760
MI0232.03526R| Receptuurberekening: zie de receptinformatie voor NEVO-code 761
MI0232.03527R| Receptuurberekening: zie de receptinformatie voor NEVO-code 762
MI0232.03528R| Receptuurberekening: zie de receptinformatie voor NEVO-code 763
MI0232.03529R| Receptuurberekening: zie de receptinformatie voor NEVO-code 764
MI0232.03530R| Receptuurberekening: zie de receptinformatie voor NEVO-code 765
MI0232.03531R| Receptuurberekening: zie de receptinformatie voor NEVO-code 766
MI0232.03532R| Receptuurberekening: zie de receptinformatie voor NEVO-code 767
MI0232.03534R| Receptuurberekening: zie de receptinformatie voor NEVO-code 787
MI0232.03535R| Receptuurberekening: zie de receptinformatie voor NEVO-code 788
MI0232.03536R| Receptuurberekening: zie de receptinformatie voor NEVO-code 789
MI0232.03537R| Receptuurberekening: zie de receptinformatie voor NEVO-code 790
MI0232.03538R| Receptuurberekening: zie de receptinformatie voor NEVO-code 791
MI0232.03539R| Receptuurberekening: zie de receptinformatie voor NEVO-code 792
MI0232.03540R| Receptuurberekening: zie de receptinformatie voor NEVO-code 796
MI0232.03542R| Receptuurberekening: zie de receptinformatie voor NEVO-code 810
MI0232.03543R| Receptuurberekening: zie de receptinformatie voor NEVO-code 815
MI0232.03544R| Receptuurberekening: zie de receptinformatie voor NEVO-code 822
MI0232.03545R| Receptuurberekening: zie de receptinformatie voor NEVO-code 833
MI0232.03546R| Receptuurberekening: zie de receptinformatie voor NEVO-code 836
MI0232.03547R| Receptuurberekening: zie de receptinformatie voor NEVO-code 852
MI0232.03548R| Receptuurberekening: zie de receptinformatie voor NEVO-code 853
MI0232.03549R| Receptuurberekening: zie de receptinformatie voor NEVO-code 854
MI0232.03550R| Receptuurberekening: zie de receptinformatie voor NEVO-code 855
MI0232.03551R| Receptuurberekening: zie de receptinformatie voor NEVO-code 862
MI0232.03553R| Receptuurberekening: zie de receptinformatie voor NEVO-code 875
MI0232.03555R| Receptuurberekening: zie de receptinformatie voor NEVO-code 2248
MI0232.03555R| Receptuurberekening: zie de receptinformatie voor NEVO-code 917
MI0232.03556R| Receptuurberekening: zie de receptinformatie voor NEVO-code 931
MI0232.03559R| Receptuurberekening: zie de receptinformatie voor NEVO-code 969
MI0232.03560R| Receptuurberekening: zie de receptinformatie voor NEVO-code 970
MI0232.03561R| Receptuurberekening: zie de receptinformatie voor NEVO-code 971
MI0232.03562R| Receptuurberekening: zie de receptinformatie voor NEVO-code 972
MI0232.03563R| Receptuurberekening: zie de receptinformatie voor NEVO-code 2325
MI0232.03563R| Receptuurberekening: zie de receptinformatie voor NEVO-code 982
MI0232.03564R| Receptuurberekening: zie de receptinformatie voor NEVO-code 1017
MI0232.03565R| Receptuurberekening: zie de receptinformatie voor NEVO-code 1108
MI0232.03566R| Receptuurberekening: zie de receptinformatie voor NEVO-code 1150
MI0232.03566R| Receptuurberekening: zie de receptinformatie voor NEVO-code 5099
MI0232.03567R| Receptuurberekening: zie de receptinformatie voor NEVO-code 1151
MI0232.03568R| Receptuurberekening: zie de receptinformatie voor NEVO-code 1171
MI0232.03569R| Receptuurberekening: zie de receptinformatie voor NEVO-code 1172
MI0232.03570R| Receptuurberekening: zie de receptinformatie voor NEVO-code 1182
MI0232.03572R| Receptuurberekening: zie de receptinformatie voor NEVO-code 1211
MI0232.03574R| Receptuurberekening: zie de receptinformatie voor NEVO-code 1256
MI0232.03575R| Receptuurberekening: zie de receptinformatie voor NEVO-code 1311
MI0232.03576R| Receptuurberekening: zie de receptinformatie voor NEVO-code 1382
MI0232.03577R| Receptuurberekening: zie de receptinformatie voor NEVO-code 1389
MI0232.03578R| Receptuurberekening: zie de receptinformatie voor NEVO-code 1390
MI0232.03579R| Receptuurberekening: zie de receptinformatie voor NEVO-code 1395
MI0232.03580R| Receptuurberekening: zie de receptinformatie voor NEVO-code 1434
MI0232.03581R| Receptuurberekening: zie de receptinformatie voor NEVO-code 1456
MI0232.03581R| Receptuurberekening: zie de receptinformatie voor NEVO-code 1679
MI0232.03581R| Receptuurberekening: zie de receptinformatie voor NEVO-code 3323
MI0232.03581R| Receptuurberekening: zie de receptinformatie voor NEVO-code 856
MI0232.03582R| Receptuurberekening: zie de receptinformatie voor NEVO-code 1457
MI0232.03583R| Receptuurberekening: zie de receptinformatie voor NEVO-code 1459
MI0232.03584R| Receptuurberekening: zie de receptinformatie voor NEVO-code 1460
MI0232.03585R| Receptuurberekening: zie de receptinformatie voor NEVO-code 1464
MI0232.03585R| Receptuurberekening: zie de receptinformatie voor NEVO-code 5245
MI0232.03586R| Receptuurberekening: zie de receptinformatie voor NEVO-code 1469
MI0232.03587R| Receptuurberekening: zie de receptinformatie voor NEVO-code 1470
MI0232.03588R| Receptuurberekening: zie de receptinformatie voor NEVO-code 1471
MI0232.03589R| Receptuurberekening: zie de receptinformatie voor NEVO-code 1472
MI0232.03590R| Receptuurberekening: zie de receptinformatie voor NEVO-code 1474
MI0232.03591R| Receptuurberekening: zie de receptinformatie voor NEVO-code 1475
MI0232.03592R| Receptuurberekening: zie de receptinformatie voor NEVO-code 1476
MI0232.03592R| Receptuurberekening: zie de receptinformatie voor NEVO-code 633
MI0232.03593R| Receptuurberekening: zie de receptinformatie voor NEVO-code 1478
MI0232.03594R| Receptuurberekening: zie de receptinformatie voor NEVO-code 1479
MI0232.03595R| Receptuurberekening: zie de receptinformatie voor NEVO-code 1480
MI0232.03596R| Receptuurberekening: zie de receptinformatie voor NEVO-code 1483
MI0232.03598R| Receptuurberekening: zie de receptinformatie voor NEVO-code 1485
MI0232.03599R| Receptuurberekening: zie de receptinformatie voor NEVO-code 1486
MI0232.03600R| Receptuurberekening: zie de receptinformatie voor NEVO-code 1488
MI0232.03601R| Receptuurberekening: zie de receptinformatie voor NEVO-code 1492
MI0232.03602R| Receptuurberekening: zie de receptinformatie voor NEVO-code 1493
MI0232.03603R| Receptuurberekening: zie de receptinformatie voor NEVO-code 1496
